sample	condition	sample	unit	fq1	fq2
sample_447	T_NA	sample_447	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-447_P7169-P5148_L1_L001_ds.fff1ce167b384d8da075e76afe38e492/447_S31_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-447_P7169-P5148_L1_L001_ds.fff1ce167b384d8da075e76afe38e492/447_S31_L001_R2_001.fastq.gz
sample_447	T_NA	sample_447	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-447_P7169-P5148_L2_L002_ds.f05c1db086004290b636439321b525a6/447_S166_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-447_P7169-P5148_L2_L002_ds.f05c1db086004290b636439321b525a6/447_S166_L002_R2_001.fastq.gz
sample_447	T_NA	sample_447	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-447_P7169-P5148_L3_L003_ds.87397c8cb3404e6fb22b53a4bf4a3906/447_S301_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B4-447_P7169-P5148_L3_L003_ds.87397c8cb3404e6fb22b53a4bf4a3906/447_S301_L003_R2_001.fastq.gz
sample_448	T_NA	sample_448	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-448_P7127-P5126_L1_L001_ds.f9057dc07ac8495dbd4966d3cf35cc97/448_S32_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-448_P7127-P5126_L1_L001_ds.f9057dc07ac8495dbd4966d3cf35cc97/448_S32_L001_R2_001.fastq.gz
sample_448	T_NA	sample_448	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-448_P7127-P5126_L2_L002_ds.773286129be94e8cabdf77fad03c5705/448_S167_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-448_P7127-P5126_L2_L002_ds.773286129be94e8cabdf77fad03c5705/448_S167_L002_R2_001.fastq.gz
sample_448	T_NA	sample_448	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-448_P7127-P5126_L3_L003_ds.a41d2b3aad404bc98633b1aeacac9027/448_S302_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-448_P7127-P5126_L3_L003_ds.a41d2b3aad404bc98633b1aeacac9027/448_S302_L003_R2_001.fastq.gz
sample_489	T_NA	sample_489	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H5-489_P7385-P5175_L1_L001_ds.057e54307b0241e5915b68a193bf14c6/489_S33_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H5-489_P7385-P5175_L1_L001_ds.057e54307b0241e5915b68a193bf14c6/489_S33_L001_R2_001.fastq.gz
sample_489	T_NA	sample_489	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H5-489_P7385-P5175_L2_L002_ds.14e1b7dd29004afa812b94799aca7904/489_S168_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H5-489_P7385-P5175_L2_L002_ds.14e1b7dd29004afa812b94799aca7904/489_S168_L002_R2_001.fastq.gz
sample_489	T_NA	sample_489	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H5-489_P7385-P5175_L3_L003_ds.25a863e0f2b9400784d77b9c520ffb83/489_S303_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H5-489_P7385-P5175_L3_L003_ds.25a863e0f2b9400784d77b9c520ffb83/489_S303_L003_R2_001.fastq.gz
sample_490	T_NA	sample_490	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G5-490_P7192-P5173_L1_L001_ds.0ee0ba74d33c4ab7a44c03e1fa8ec88e/490_S34_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G5-490_P7192-P5173_L1_L001_ds.0ee0ba74d33c4ab7a44c03e1fa8ec88e/490_S34_L001_R2_001.fastq.gz
sample_490	T_NA	sample_490	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G5-490_P7192-P5173_L2_L002_ds.0842dddf7fa342ed80cc05d52c17ba28/490_S169_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G5-490_P7192-P5173_L2_L002_ds.0842dddf7fa342ed80cc05d52c17ba28/490_S169_L002_R2_001.fastq.gz
sample_490	T_NA	sample_490	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G5-490_P7192-P5173_L3_L003_ds.5b5e55902b9d47bfbe2b27242d04f22c/490_S304_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G5-490_P7192-P5173_L3_L003_ds.5b5e55902b9d47bfbe2b27242d04f22c/490_S304_L003_R2_001.fastq.gz
sample_491	T_NA	sample_491	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F5-491_P7191-P5172_L1_L001_ds.8ea7e277590848dbb5060d1e052f487b/491_S35_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F5-491_P7191-P5172_L1_L001_ds.8ea7e277590848dbb5060d1e052f487b/491_S35_L001_R2_001.fastq.gz
sample_491	T_NA	sample_491	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F5-491_P7191-P5172_L2_L002_ds.349719f78d3d4dce86233324fbaab332/491_S170_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F5-491_P7191-P5172_L2_L002_ds.349719f78d3d4dce86233324fbaab332/491_S170_L002_R2_001.fastq.gz
sample_491	T_NA	sample_491	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F5-491_P7191-P5172_L3_L003_ds.10c21e3b6005412f9d414e02ca548049/491_S305_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F5-491_P7191-P5172_L3_L003_ds.10c21e3b6005412f9d414e02ca548049/491_S305_L003_R2_001.fastq.gz
sample_492	T_NA	sample_492	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E5-492_P7190-P5171_L1_L001_ds.e0763ad3a11947bba78787ac5a4f2a59/492_S36_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E5-492_P7190-P5171_L1_L001_ds.e0763ad3a11947bba78787ac5a4f2a59/492_S36_L001_R2_001.fastq.gz
sample_492	T_NA	sample_492	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E5-492_P7190-P5171_L2_L002_ds.836cc247b2244a5781a6730e9130b3f7/492_S171_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E5-492_P7190-P5171_L2_L002_ds.836cc247b2244a5781a6730e9130b3f7/492_S171_L002_R2_001.fastq.gz
sample_492	T_NA	sample_492	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E5-492_P7190-P5171_L3_L003_ds.68f271c51a9644dda5b90885dee23464/492_S306_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E5-492_P7190-P5171_L3_L003_ds.68f271c51a9644dda5b90885dee23464/492_S306_L003_R2_001.fastq.gz
sample_509	T_NA	sample_509	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D5-509_P7188-P5168_L1_L001_ds.3d5b8dadb7d44254bbacc17107687bfc/509_S37_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D5-509_P7188-P5168_L1_L001_ds.3d5b8dadb7d44254bbacc17107687bfc/509_S37_L001_R2_001.fastq.gz
sample_509	T_NA	sample_509	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D5-509_P7188-P5168_L2_L002_ds.384a346b42924949932d1b48a91f96bf/509_S172_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D5-509_P7188-P5168_L2_L002_ds.384a346b42924949932d1b48a91f96bf/509_S172_L002_R2_001.fastq.gz
sample_509	T_NA	sample_509	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D5-509_P7188-P5168_L3_L003_ds.fa2b408cff1d4ce0b4a84e40c227b760/509_S307_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D5-509_P7188-P5168_L3_L003_ds.fa2b408cff1d4ce0b4a84e40c227b760/509_S307_L003_R2_001.fastq.gz
sample_510	T_NA	sample_510	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C5-510_P7187-P5167_L1_L001_ds.fd94bf0ed9d44816ba9131942ae12d8c/510_S38_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C5-510_P7187-P5167_L1_L001_ds.fd94bf0ed9d44816ba9131942ae12d8c/510_S38_L001_R2_001.fastq.gz
sample_510	T_NA	sample_510	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C5-510_P7187-P5167_L2_L002_ds.cf1af0146b0941d18f631233625114ac/510_S173_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C5-510_P7187-P5167_L2_L002_ds.cf1af0146b0941d18f631233625114ac/510_S173_L002_R2_001.fastq.gz
sample_510	T_NA	sample_510	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C5-510_P7187-P5167_L3_L003_ds.6ac155eb8da7412b8870d4c3396f8508/510_S308_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C5-510_P7187-P5167_L3_L003_ds.6ac155eb8da7412b8870d4c3396f8508/510_S308_L003_R2_001.fastq.gz
sample_511	T_NA	sample_511	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B5-511_P7116-P5132_L1_L001_ds.3481664961994c29bc9249dee12ff8ad/511_S39_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B5-511_P7116-P5132_L1_L001_ds.3481664961994c29bc9249dee12ff8ad/511_S39_L001_R2_001.fastq.gz
sample_511	T_NA	sample_511	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B5-511_P7116-P5132_L2_L002_ds.88fed971586b47a3b908029be9dfe0ac/511_S174_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B5-511_P7116-P5132_L2_L002_ds.88fed971586b47a3b908029be9dfe0ac/511_S174_L002_R2_001.fastq.gz
sample_511	T_NA	sample_511	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B5-511_P7116-P5132_L3_L003_ds.52622f22fe494bfd914f35f1807113df/511_S309_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B5-511_P7116-P5132_L3_L003_ds.52622f22fe494bfd914f35f1807113df/511_S309_L003_R2_001.fastq.gz
sample_512	T_NA	sample_512	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A5-512_P7101-P5115_L1_L001_ds.2aade7e8a726438dbf455aea2a42a70a/512_S40_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A5-512_P7101-P5115_L1_L001_ds.2aade7e8a726438dbf455aea2a42a70a/512_S40_L001_R2_001.fastq.gz
sample_512	T_NA	sample_512	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A5-512_P7101-P5115_L2_L002_ds.542e8a1f937d4ac6858ca5f10fd76001/512_S175_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A5-512_P7101-P5115_L2_L002_ds.542e8a1f937d4ac6858ca5f10fd76001/512_S175_L002_R2_001.fastq.gz
sample_512	T_NA	sample_512	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A5-512_P7101-P5115_L3_L003_ds.aa2db5d11026477d9b0c3de5033b2ef9/512_S310_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A5-512_P7101-P5115_L3_L003_ds.aa2db5d11026477d9b0c3de5033b2ef9/512_S310_L003_R2_001.fastq.gz
sample_M1	F_1	sample_M1	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C9-M1_P7139-P5160_L1_L001_ds.505b6624c0e945928220e73b23d73d43/M1_S41_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C9-M1_P7139-P5160_L1_L001_ds.505b6624c0e945928220e73b23d73d43/M1_S41_L001_R2_001.fastq.gz
sample_M1	F_1	sample_M1	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C9-M1_P7139-P5160_L2_L002_ds.c166cd8b3a2b49c3a9d8c6431579a388/M1_S176_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C9-M1_P7139-P5160_L2_L002_ds.c166cd8b3a2b49c3a9d8c6431579a388/M1_S176_L002_R2_001.fastq.gz
sample_M1	F_1	sample_M1	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C9-M1_P7139-P5160_L3_L003_ds.1daa4e8fedb748709d08353d4d8911d9/M1_S311_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C9-M1_P7139-P5160_L3_L003_ds.1daa4e8fedb748709d08353d4d8911d9/M1_S311_L003_R2_001.fastq.gz
sample_M10	F_5	sample_M10	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H2-M10_S708-S521_L1_L001_ds.8cd24b2aff904af299de64b77e285741/M10_S49_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H2-M10_S708-S521_L1_L001_ds.8cd24b2aff904af299de64b77e285741/M10_S49_L001_R2_001.fastq.gz
sample_M10	F_5	sample_M10	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H2-M10_S708-S521_L2_L002_ds.c69057b7666a408790385b587a7da7b3/M10_S184_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H2-M10_S708-S521_L2_L002_ds.c69057b7666a408790385b587a7da7b3/M10_S184_L002_R2_001.fastq.gz
sample_M10	F_5	sample_M10	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H2-M10_S708-S521_L3_L003_ds.9cf028c4ef0f4716be3704c9de03ec60/M10_S319_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H2-M10_S708-S521_L3_L003_ds.9cf028c4ef0f4716be3704c9de03ec60/M10_S319_L003_R2_001.fastq.gz
sample_M11	F_14	sample_M11	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G2-M11_S716-S559_L1_L001_ds.7e8ce7109b1442cc9cb7bbb3d90a4db3/M11_S50_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G2-M11_S716-S559_L1_L001_ds.7e8ce7109b1442cc9cb7bbb3d90a4db3/M11_S50_L001_R2_001.fastq.gz
sample_M11	F_14	sample_M11	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G2-M11_S716-S559_L2_L002_ds.44abcaf230164995939005689d88d83b/M11_S185_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G2-M11_S716-S559_L2_L002_ds.44abcaf230164995939005689d88d83b/M11_S185_L002_R2_001.fastq.gz
sample_M11	F_14	sample_M11	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G2-M11_S716-S559_L3_L003_ds.bae4e4d4355443cf933888548a4c5cdf/M11_S320_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G2-M11_S716-S559_L3_L003_ds.bae4e4d4355443cf933888548a4c5cdf/M11_S320_L003_R2_001.fastq.gz
sample_M12	F_12	sample_M12	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F2-M12_S760-S511_L1_L001_ds.7abc996bc16a43869ffdaa066d6fd1f6/M12_S51_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F2-M12_S760-S511_L1_L001_ds.7abc996bc16a43869ffdaa066d6fd1f6/M12_S51_L001_R2_001.fastq.gz
sample_M12	F_12	sample_M12	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F2-M12_S760-S511_L2_L002_ds.96185af564b64eac9d28e36ea59291e7/M12_S186_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F2-M12_S760-S511_L2_L002_ds.96185af564b64eac9d28e36ea59291e7/M12_S186_L002_R2_001.fastq.gz
sample_M12	F_12	sample_M12	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F2-M12_S760-S511_L3_L003_ds.8856aca50a054d2babfe5dfb65fd57d9/M12_S321_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F2-M12_S760-S511_L3_L003_ds.8856aca50a054d2babfe5dfb65fd57d9/M12_S321_L003_R2_001.fastq.gz
sample_M13	F_3	sample_M13	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E2-M13_S755-S566_L1_L001_ds.0f645e8034af4ef39d0fa95393bfdeba/M13_S52_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E2-M13_S755-S566_L1_L001_ds.0f645e8034af4ef39d0fa95393bfdeba/M13_S52_L001_R2_001.fastq.gz
sample_M13	F_3	sample_M13	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E2-M13_S755-S566_L2_L002_ds.3b8a10113137411e8852634faa471a8c/M13_S187_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E2-M13_S755-S566_L2_L002_ds.3b8a10113137411e8852634faa471a8c/M13_S187_L002_R2_001.fastq.gz
sample_M13	F_3	sample_M13	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E2-M13_S755-S566_L3_L003_ds.c13ac6cab2a34179ac8accb7b8b9ec05/M13_S322_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E2-M13_S755-S566_L3_L003_ds.c13ac6cab2a34179ac8accb7b8b9ec05/M13_S322_L003_R2_001.fastq.gz
sample_M14	F_3	sample_M14	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D2-M14_S725-S538_L1_L001_ds.9598e8eaa27b4f0eaddb19eaac10b4db/M14_S53_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D2-M14_S725-S538_L1_L001_ds.9598e8eaa27b4f0eaddb19eaac10b4db/M14_S53_L001_R2_001.fastq.gz
sample_M14	F_3	sample_M14	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D2-M14_S725-S538_L2_L002_ds.923390ee96304e2292d78f4640d4520a/M14_S188_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D2-M14_S725-S538_L2_L002_ds.923390ee96304e2292d78f4640d4520a/M14_S188_L002_R2_001.fastq.gz
sample_M14	F_3	sample_M14	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D2-M14_S725-S538_L3_L003_ds.670b2bc42f2c4c32abc49bb342938aaf/M14_S323_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D2-M14_S725-S538_L3_L003_ds.670b2bc42f2c4c32abc49bb342938aaf/M14_S323_L003_R2_001.fastq.gz
sample_M15	F_8	sample_M15	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C2-M15_S772-S567_L1_L001_ds.466ab927863b48f5a21083744a16b623/M15_S54_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C2-M15_S772-S567_L1_L001_ds.466ab927863b48f5a21083744a16b623/M15_S54_L001_R2_001.fastq.gz
sample_M15	F_8	sample_M15	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C2-M15_S772-S567_L2_L002_ds.2ec6aa726c5b4dfe8fd12071f9e112e3/M15_S189_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C2-M15_S772-S567_L2_L002_ds.2ec6aa726c5b4dfe8fd12071f9e112e3/M15_S189_L002_R2_001.fastq.gz
sample_M15	F_8	sample_M15	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C2-M15_S772-S567_L3_L003_ds.eb2bfe6c58434eccbdd97a7b59d9b05f/M15_S324_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C2-M15_S772-S567_L3_L003_ds.eb2bfe6c58434eccbdd97a7b59d9b05f/M15_S324_L003_R2_001.fastq.gz
sample_M16	F_10	sample_M16	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B2-M16_S777-S526_L1_L001_ds.fa393a51ecb3419685cbd5eb4c212df0/M16_S55_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B2-M16_S777-S526_L1_L001_ds.fa393a51ecb3419685cbd5eb4c212df0/M16_S55_L001_R2_001.fastq.gz
sample_M16	F_10	sample_M16	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B2-M16_S777-S526_L2_L002_ds.bcc8cabdebb54b008cca7137da7a72ef/M16_S190_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B2-M16_S777-S526_L2_L002_ds.bcc8cabdebb54b008cca7137da7a72ef/M16_S190_L002_R2_001.fastq.gz
sample_M16	F_10	sample_M16	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B2-M16_S777-S526_L3_L003_ds.4d88e5bde3984a6f9e53ee299970a743/M16_S325_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B2-M16_S777-S526_L3_L003_ds.4d88e5bde3984a6f9e53ee299970a743/M16_S325_L003_R2_001.fastq.gz
sample_M17	F_17	sample_M17	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-M17_S729-S591_L1_L001_ds.9ffb455174df43d6988de828853bef30/M17_S56_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A2-M17_S729-S591_L1_L001_ds.9ffb455174df43d6988de828853bef30/M17_S56_L001_R2_001.fastq.gz
